설치장소명,와이파이SSID,관리기관전화번호,위도,경도
(주)롯데자이언츠,Public WiFi,051-550-4174,35.19417186,129.0614799
동래구청,Public WiFi,051-550-4174,35.1962925,129.0938609
국민시장,Public WiFi,051-550-4174,35.19875924,129.0579553
금강공원,Public WiFi,051-550-4174,35.21962513,129.075758
금강시장,Public WiFi,051-550-4174,35.20162794,129.0685631
서원시장,Public WiFi,051-550-4174,35.20038993,129.0990173
온천인정시장,Public WiFi,051-550-4174,35.22224095,129.0825366
동래역,Public WiFi,051-550-4174,35.20622946,129.0784648
동래역_부산1호선_대합실,Public WiFi,051-550-4174,35.20539288,129.0785093
수안역,Public WiFi,051-550-4174,35.20169147,129.083877
온천장역_부산1호선_대합실,Public WiFi,051-550-4174,35.22000218,129.0862696
동래시외버스터미널,Public WiFi,051-550-4174,35.20572261,129.0765722
NH농협은행 명장동지점,Public WiFi,051-550-4174,35.20268061,129.0999546
삼성전자서비스(주) 동래,Public WiFi,051-550-4174,35.200334,129.0771859
카페베네 부산사직운동장점,Public WiFi,051-550-4174,35.19566779,129.0593616
동래구노인복지관,Public WiFi,051-550-4174,35.21238494,129.0819685
동래보건소,Public WiFi,051-550-4174,35.21141202,129.079853
동래보훈회관,Public WiFi,051-550-4174,35.19590149,129.0875944
원신흥동행정복지센터,,042-611-2182,36.34218718,127.343171
동래구청,Public WiFi,051-550-4174,35.19630371,129.0938639
동래우체국,Public WiFi,051-550-4174,35.20845283,129.0819384
명륜동주민센터,Public WiFi,051-550-4174,35.21248571,129.0815582
명장2동주민센터,Public WiFi,051-550-4174,35.2079432,129.1024219
복산동주민센터,Public WiFi,051-550-4174,35.20579667,129.0860998
사직1동주민센터,Public WiFi,051-550-4174,35.1989575,129.061963
사직2동주민센터,Public WiFi,051-550-4174,35.19909479,129.0573007
사직3동주민센터,Public WiFi,051-550-4174,35.19945365,129.0694477
태안지역아동센터,PUBLIC WIFI,1544-0010,36.753574,126.299683
태안지역자활센터,PUBLIC WIFI,1544-0010,36.749495,126.296926
고남패총박물관,PUBLIC WIFI,1544-0010,36.420415,126.410044
무지개 보물섬,PUBLIC WIFI,1544-0010,36.679581,126.137152
안면공공도서관,PUBLIC WIFI,1544-0010,36.515643,126.346337
안면읍 주민자치센타,PUBLIC WIFI,1544-0010,36.524471,126.344504
군립중앙도서관(증설),PUBLIC WIFI,1544-0010,36.755288,126.310486
태안군_T10 해변길 4코스(솔모래길)_AP4,KOREA FREE WiFi_5G,100,36.9665372,126.3030686
태안군_T10 해변길 4코스(솔모래길)_AP5,KOREA FREE WiFi_5G,100,36.95636821,126.289782
태안군_T7 태배길_AP3,KOREA FREE WiFi_5G,100,36.95636821,126.289782
태안군_T7 태배길_AP4,KOREA FREE WiFi_5G,100,36.95442179,126.2895955
태안군_T7 태배길_AP5,KOREA FREE WiFi_5G,100,36.9350307,126.2930221
태안군_T4 솔향기길 4코스_AP3,KOREA FREE WiFi_5G,100,36.9350307,126.2930221
태안군_T4 솔향기길 4코스_AP4,KOREA FREE WiFi_5G,100,36.91915824,126.2922818
태안군_T4 솔향기길 4코스_AP5,KOREA FREE WiFi_5G,100,36.91915824,126.2922818
태안군_T14 해변길 7코스(바람길)_AP1,KOREA FREE WiFi_5G,100,36.89828387,126.2939858
태안군_T14 해변길 7코스(바람길)_AP2,KOREA FREE WiFi_5G,100,36.89812974,126.2936769
태안군_T14 해변길 7코스(바람길)_AP3,KOREA FREE WiFi_5G,100,36.89732175,126.2924539
보건소,Public WiFi Free,054-840-6300,36.5669986,128.7302562
서운면주민자치센터,,031-678-2303,36.9430644,127.2594572
안성1동주민자치센터,,031-678-2303,37.0056648,127.2742988
고삼면주민자치센터,,031-678-2303,37.0826611,127.2634598
안성종합버스터미널,,031-678-2303,37.0122084,127.2936429
공도건강생활지원센터,,031-678-2303,36.99972018,127.1661079
공도차량등록소,,031-678-2303,36.99916156,127.1660707
금란복지원,,031-678-2303,37.0521575,127.3018433
노인복지회관(안성),,031-678-2303,37.0043367,127.275018
다비타의집,,031-678-2303,37.0606166,127.413909
구세군안성요양원,,031-678-2303,37.0289612,127.2702244
삼죽작은도서관,,031-678-2303,37.073155,127.374921
안성맞춤(음성)휴게소,,031-678-2303,36.9687816,127.276748
안성맞춤(평택)휴게소,,031-678-2303,36.96990527,127.2747498
안성시여성회관-1,,031-678-2303,37.00035499,127.2714575
안성시의회,,031-678-2303,37.0078632,127.2798557
안성시청,,031-678-2303,37.0078632,127.2798557
주은풍림도서관,,031-678-2303,36.99823329,127.1596113
성요셉의집,,031-678-2303,37.0441563,127.1225683
안성시장,,031-678-2303,37.0065988,127.2704023
일죽도서관,,031-678-2303,37.0905965,127.4769381
중앙시장(안성),,031-678-2303,37.0065303,127.2687905
차량등록실,,031-678-2303,36.997151,127.316909
어울림지역아동센터,PUBLIC WIFI,1544-0010,36.753039,126.299863
원북보건지소,PUBLIC WIFI,1544-0010,36.824299,126.257227
이원보건지소,PUBLIC WIFI,1544-0010,36.869794,126.275207
잘자람지역아동센터,PUBLIC WIFI,1544-0010,36.756573,126.297991
장애인 편의시설 지원센터,PUBLIC WIFI,1544-0010,36.756563,126.298991
태안군성인권상담센터,PUBLIC WIFI,1544-0010,36.757262,126.296079
안성시립공도도서관,,031-678-2303,37.0035821,127.1730109
버스정류장,,031-678-2303,36.99880047,127.1665373
안성시보건소,,031-678-2303,37.0001476,127.2698156
금광보건지소,,031-678-2303,36.9970992,127.3169298
죽산보건지소,,031-678-2303,37.07855888,127.422482
일죽보건지소,,031-678-2303,37.0905965,127.4769381
원곡보건지소,,031-678-2303,37.0394554,127.128833
삼죽보건지소,,031-678-2303,37.073155,127.374921
양성보건지소,,031-678-2303,37.0600195,127.1944426
서운보건지소,,031-678-2303,36.9430644,127.2594572
미양보건지소,,031-678-2303,36.9768935,127.2156951
낙원공원,,031-678-2303,37.0050203,127.2726477
돌우물공원,,031-678-2303,37.0090936,127.2655801
내혜홀광장,,031-678-2303,37.00786996,127.264323
봉남공원,,031-678-2303,37.0067878,127.2765478
안성맞춤랜드공원,,031-678-2303,37.0312723,127.309155
솔밭공원,,031-678-2303,37.014685,127.268001
안성3.1운동기념관,,031-678-2303,37.0627588,127.1752768
안성남사당공연장,,031-678-2303,37.03181975,127.3100522
안성맞춤천문과학관,,031-678-2303,37.0317819,127.3101664
안성맞춤박물관,,031-678-2303,37.0113828,127.2283397
장애인복지회관,,031-678-2303,37.00126723,127.2790778
안성2동주민자치센터,,031-678-2303,37.0005957,127.2698552
안성3동주민자치센터,,031-678-2303,37.0141134,127.2577503
금광면주민자치센터,,031-678-2303,36.9970992,127.3169298
미양면주민자치센터,,031-678-2303,36.9752703,127.2151042
삼죽면주민자치센터,,031-678-2303,37.073155,127.374921
태안군립 중앙도서관,PUBLIC WIFI,1544-0010,36.755297,126.310474
대촌동 주민센터,Public WiFi Free,062-607-3052,35.081331,126.833888
대촌동 주민센터,Public WiFi Free,062-607-3052,35.0814092,126.8340301
방림1동 주민센터,Public WiFi Free,062-607-3052,35.134368,126.918335
방림2동 주민센터,Public WiFi Free,062-607-3052,35.131904,126.9219923
백운1동 주민센터,Public WiFi Free,062-607-3052,35.138268,126.9039324
백운1동 주민센터,Public WiFi Free,062-607-3052,35.138042,126.903868
백운2동 주민센터,Public WiFi Free,062-607-3052,35.136108,126.902357
봉선1동 주민센터,Public WiFi Free,062-607-3052,35.130325,126.911761
봉선2동 주민센터,Public WiFi Free,062-607-3052,35.123456,126.913762
사직동 주민센터,Public WiFi Free,062-607-3052,35.145759,126.908033
사직동 주민센터,Public WiFi Free,062-607-3052,35.145932,126.908228
송암동 주민센터,Public WiFi Free,062-607-3052,35.111577,126.8771832
양림커뮤니티센터,Public WiFi Free,062-607-3052,35.140541,126.916442
월산4동 주민센터,Public WiFi Free,062-607-3052,35.146539,126.890716
월산5동 주민센터,Public WiFi Free,062-607-3052,35.140908,126.892965
월산동 주민센터,Public WiFi Free,062-607-3052,35.123446,126.916636
재활용 선별센터,Public WiFi Free,062-607-3052,35.111564,126.877921
주월1동 주민센터,Public WiFi Free,062-607-3052,35.131934,126.893361
주월2동 주민센터,Public WiFi Free,062-607-3052,35.134674,126.894279
안성시립보개도서관,,031-678-2303,37.01504821,127.3224972
안성시립중앙도서관,,031-678-2303,37.0113745,127.2697543
안성시립진사도서관,,031-678-2303,36.99408249,127.1444642
서흥여객터미널,Public WiFi Free,1544-0001,35.68564949,127.922363
농협중앙회 앞,Public WiFi Free,1544-0001,35.68730087,127.9128639
빵만드는터 앞,Public WiFi Free,1544-0001,35.68675454,127.9164457
다이소 앞,Public WiFi Free,1544-0001,35.68683781,127.9159252
대경종합장식 앞,Public WiFi Free,1544-0001,35.68926772,127.9154316
신원면보건지소,Public WiFi Free,1544-0001,35.56887461,127.9253775
남하면보건지소,Public WiFi Free,1544-0001,35.66262901,127.9450247
창포원 에코에너지체험학습관,Public WiFi Free,1544-0001,35.65518604,127.9402505
창포원 방문자센터,Public WiFi Free,1544-0001,35.65495701,127.939572
창포원 열대식물원,Public WiFi Free,1544-0001,35.65381356,127.9401196
가북면보건지소,Public WiFi Free,1544-0001,35.76474004,127.9949821
고제면보건지소,Public WiFi Free,1544-0001,35.81479141,127.8718193
가조면보건지소,Public WiFi Free,1544-0001,35.71137008,128.0147392
가로청소환경미화원쉼터,Public WiFi Free,062-607-3052,35.13232678,126.900396
광주남구문예회관,Public WiFi Free,062-607-3052,35.1220332,126.917555
광주광역시 남구청,Public WiFi Free,062-607-3052,35.132819,126.902445
구소동 보건진료소,Public WiFi Free,062-607-3052,35.054055,126.809744
광주광역시 남구보건소,Public WiFi Free,062-607-3052,35.132819,126.902445
남구청소년수련관,Public WiFi Free,062-607-3052,35.1220332,126.917555
남구청 차량등록사업소,Public WiFi Free,062-607-3052,35.111577,126.8771832
남목1동주민센터,Public Wifi,052-209-3140,35.539257,129.420792
남목2동주민센터,Public Wifi,052-209-3140,35.524794,129.431436
남목3동주민센터,Public Wifi,052-209-3140,35.546361,129.431387
남목시장,Public Wifi,052-209-3140,35.542544,129.427248
남목청소년문화의집,Public Wifi,052-209-3140,35.541568,129.425225
대송농수산물시장,Public Wifi,052-209-3140,35.499431,129.420952
대송동주민센터,Public Wifi,052-209-3140,35.503425,129.418406
대왕암공원캠핑장,camping,052-209-3140,35.492404,129.439528
수비면복지회관,Public WiFi Free,054-680-6951,36.766055,129.199904
영양읍종합복지회관,Public WiFi Free,054-680-6951,36.661926,129.118688
입암면종합복지회관,Public WiFi Free,054-680-6951,36.594105,129.090393
청기면복지회관,Public WiFi Free,054-680-6951,36.660875,129.063304
경북행복재활원,Public WiFi Free,054-680-6951,36.543237,129.168806
영양군장애인보호작업장,Public WiFi Free,054-680-6951,36.669285,129.064047
월성청소년수련관,Public WiFi Free,1544-0001,35.76087817,127.7242613
월성우주창의과학관,Public WiFi Free,1544-0001,35.76087817,127.7242613
평생교육센터,Public WiFi Free,1544-0001,35.69277865,127.9064213
거창청소년문화의집,Public WiFi Free,1544-0001,35.68316604,127.9142793
거창문화센터,Public WiFi Free,1544-0001,35.67350615,127.9102812
아림지역아동센터,Public WiFi Free,1544-0001,35.68881443,127.9129341
거창군 삶의쉼터,Public WiFi Free,1544-0001,35.68527835,127.8887942
거창군 보건소,Public WiFi Free,1544-0001,35.6809363,127.8987274
종합사회복지관,Public WiFi Free,1544-0001,35.68906501,127.9098349
거창시니어클럽,Public WiFi Free,1544-0001,35.69124245,127.918848
거창시장,Public WiFi Free,1544-0001,35.68683053,127.9140383
희망복지센터,Public WiFi Free,1544-0001,35.68576213,127.9123117
주상면보건지소,Public WiFi Free,1544-0001,35.74910975,127.9130916
위천면보건지소,Public WiFi Free,1544-0001,35.74929591,127.8322725
웅양면보건지소,Public WiFi Free,1544-0001,35.80561272,127.9193183
북상면보건지소,Public WiFi Free,1544-0001,35.7776259,127.8182875
마리면보건지소,Public WiFi Free,1544-0001,35.69970275,127.8558433
남상면보건지소,Public WiFi Free,1544-0001,35.64381581,127.9078421
거창시외버스터미널,Public WiFi Free,1544-0001,35.68614053,127.9232038
영양전통시장,Public WiFi Free,1599-0011,36.664874,129.1156141
영양읍사무소,Public WiFi Free,1599-0012,36.667159,129.1142425
입암면사무소,Public WiFi Free,1599-0013,36.59305783,129.090267
청기면사무소,Public WiFi Free,1599-0014,36.661414,129.062462
일월면사무소,Public WiFi Free,1599-0015,36.702374,129.128765
수비면사무소,Public WiFi Free,1599-0016,36.765217,129.202568
석보면사무소,Public WiFi Free,1599-0017,36.557931,129.1242948
일월보건지소,Public WiFi Free,1599-0018,36.70244492,129.126505
영양군자연생태공원관리사업소,Public WiFi Free,054-680-5312,36.838397,129.269422
영양군농업기술센터,Public WiFi Free,054-680-6951,36.655339,129.147918
영양군보건소,Public WiFi Free,054-680-6951,36.661842,129.118027
입암보건지소,Public WiFi Free,054-680-6951,36.594105,129.090393
청기보건지소,Public WiFi Free,054-680-6951,36.660586,129.063368
수비보건지소,Public WiFi Free,054-680-6951,36.766206,129.200142
석보보건지소,Public WiFi Free,054-680-6951,36.559922,129.126295
당리보건진료소,Public WiFi Free,054-680-6951,36.755718,129.052608
대천보건진료소,Public WiFi Free,054-680-6951,36.620317,129.043439
무창본건진료소,Public WiFi Free,054-680-6951,36.632768,129.198793
상청보건진료소,Public WiFi Free,054-680-6951,36.635321,129.064854
송하보건진료소,Public WiFi Free,054-680-6951,36.822493,129.258287
수하보건진료소,Public WiFi Free,054-680-6951,36.700981,129.193899
용화보건진료소,Public WiFi Free,054-680-6951,36.789021,129.150282
화매보건진료소,Public WiFi Free,054-680-6951,36.51500156,129.180985
영양군청,Public WiFi Free,054-680-6951,36.667353,129.112681
석보면복지회관,Public WiFi Free,054-680-6951,36.558401,129.122285
신광면주민자치센터,Hampyeong FREE WiFi,061-320-1542,35.155468,126.497778
양정보건진료소,Hampyeong FREE WiFi,061-320-1542,35.163867,126.630411
월야보건지소,Hampyeong FREE WiFi,061-320-1542,35.17883,126.62329
월야면주민자치센터,Hampyeong FREE WiFi,061-320-1542,,
학교면주민자치센터,Hampyeong FREE WiFi,061-320-1542,35.016779,126.537383
학교면사무소,Hampyeong FREE WiFi,061-320-1542,35.016908,126.53753
나산면사무소,Hampyeong FREE WiFi,061-320-1542,35.113894,126.60909
함평군청 민원실,Hampyeong FREE WiFi,061-320-1542,35.066084,126.517383
꽃무릇공원(일원),Hampyeong FREE WiFi,061-320-1542,35.183613,126.544891
대동제수목원,Hampyeong FREE WiFi,061-320-1542,35.136233,126.509713
돌머리해변1,Hampyeong FREE WiFi,061-320-1542,35.079408,126.459197
돌머리해변2,Hampyeong FREE WiFi,061-320-1542,35.079408,126.459197
월야달맞이공원,Hampyeong FREE WiFi,061-320-1542,35.16537,126.627024
일강김철선생기념관(상해임시정부),Hampyeong FREE WiFi,061-320-1542,35.189411,126.479161
함평생활유물전시관,Hampyeong FREE WiFi,061-320-1542,35.141413,126.617566
함평생활유물전시관 주차장,Hampyeong FREE WiFi,061-320-1542,35.141413,126.617566
나산면주민자치센터,Hampyeong FREE WiFi,061-320-1542,35.113892,126.609089
나산보건지소,Hampyeong FREE WiFi,061-320-1542,35.114129,126.608462
버스정류장,Hampyeong FREE WiFi,061-320-1542,35.111836,126.609847
버스정류장,Hampyeong FREE WiFi,061-320-1542,35.111586,126.608914
나산노인복지센터,Hampyeong FREE WiFi,061-320-1542,35.111909,126.608991
용두보건진료소,Hampyeong FREE WiFi,061-320-1542,35.139189,126.626586
버스정류장,Hampyeong FREE WiFi,061-320-1542,35.068524,126.534887
대동면주민자치센터,Hampyeong FREE WiFi,061-320-1542,35.068983,126.531406
대동보건지소,Hampyeong FREE WiFi,061-320-1542,35.068983,126.531406
금곡보건진료소,Hampyeong FREE WiFi,061-320-1542,35.078078,126.587186
덕산보건진료소,Hampyeong FREE WiFi,061-320-1542,35.090653,126.513701
대동면종합복지센터,Hampyeong FREE WiFi,061-320-1542,,
산남보건진료소,Hampyeong FREE WiFi,061-320-1542,35.121135,126.4232
월천보건진료소,Hampyeong FREE WiFi,061-320-1542,35.155262,126.408668
손불보건지소,Hampyeong FREE WiFi,061-320-1542,35.143509,126.429173
손불면주민자치센터,Hampyeong FREE WiFi,061-320-1542,,
죽장보건진료소,Hampyeong FREE WiFi,061-320-1542,35.139826,126.474261
신광보건지소,Hampyeong FREE WiFi,061-320-1542,35.154517,126.49704
석우보건진료소,Public Wifi Free,063-859-5815,36.13803569,126.9566614
반곡동 산98(조세재정연구원 삼거리),SeJong Public Free WiFi,044-860-7429,36.49257226,127.3011391
함평양서파충류생태공원,Hampyeong FREE WiFi,061-320-1542,35.138341,126.493699
함평엑스포공원,Hampyeong FREE WiFi,061-320-1542,35.05619,126.519949
함평군청 신광면사무소,Hampyeong FREE WiFi,061-320-1542,35.155635,126.497872
함평군청 읍사무소,Hampyeong FREE WiFi,061-320-1542,35.065507,126.520162
함평군청 정보화교육장,Hampyeong FREE WiFi,061-320-1542,35.066084,126.517383
해보면사무소,Hampyeong FREE WiFi,061-320-1542,35.180604,126.601113
함평군노인복지회관,Hampyeong FREE WiFi,061-320-1542,35.062059,126.522655
함평공용터미널,Hampyeong FREE WiFi,061-320-1542,35.062049,126.523365
정보화마을 정보센터,Hampyeong FREE WiFi,061-320-1542,35.083637,126.449255
무지개장애인 근로사업장,Hampyeong FREE WiFi,061-320-1542,35.048915,126.535878
함평군 장애인 보호작업장,Hampyeong FREE WiFi,061-320-1542,35.075686,126.512344
함평군 장애인 복지관,Hampyeong FREE WiFi,061-320-1542,35.075686,126.512344
함평천지 종합복지관,Hampyeong FREE WiFi,061-320-1542,35.06131,126.521873
일강김철선생 기념관,Hampyeong FREE WiFi,061-320-1542,35.189411,126.479161
월야 달맞이문화센터,Hampyeong FREE WiFi,061-320-1542,35.180385,126.625064
나비뜰지역아동센터,Hampyeong FREE WiFi,061-320-1542,35.055845,126.513706
꿈이룸지역아동센터,Hampyeong FREE WiFi,061-320-1542,35.168116,126.380767
손불한울지역아동센터,Hampyeong FREE WiFi,061-320-1542,35.144445,126.433245
월야지역아동센터 설치거부(사랑지역아동센터로 변경),Hampyeong FREE WiFi,061-320-1542,35.179069,126.629718
수원시장애인종합복지관,Public WiFi Free,031-228-3000,37.29554796,127.0360499
수원시휴먼서비스센터,Public WiFi Free,031-228-3000,37.25659455,127.0348229
수원시오목천동장애인주간보호시설,Public WiFi Free,031-228-3000,37.23888549,126.9722446
수원권선지역아동센터,Public WiFi Free,031-228-3000,37.2622419,127.0212209
호매실장애인종합복지관,Public WiFi Free,031-228-3000,37.26316936,126.9566874
경기도장애인자립생활센터협의회 수원시지부,Public WiFi Free,031-228-3000,37.29129319,127.0059591
선학동주민센터,,032-749-8882,37.4227187,126.7012467
연수구청,,032-749-8882,37.4097602,126.6781647
옥련1동 작은도서관,,032-749-8882,37.4273702,126.6549413
인천옥련2동주민센터,,032-749-8882,37.42616969,126.648398
연수2동 주민센터,,032-749-8882,37.411672,126.681883
선학별빛도서관,,032-749-8252,37.429858,126.697858
동춘나래도서관,,032-749-8252,37.407725,126.664402
함박비류도서관,,032-749-8252,37.425884,126.687095
대전광역시중구산성동행정복지센터,Public WiFi Free,042-606-6090,36.30541094,127.3861272
동춘2동 주민센터,,032-749-8882,37.4027853,126.6693505
대전광역시중구문화2동행정복지센터,Public WiFi Free,042-606-6090,36.30775059,127.3992416
대전광역시중구문화1동행정복지센터,Public WiFi Free,042-606-6090,36.31536106,127.4064605
대전광역시중구유천2동행정복지센터,Public WiFi Free,042-606-6090,36.3154252,127.3991916
대전광역시중구유천1동행정복지센터,Public WiFi Free,042-606-6090,36.31501635,127.3953088
대전광역시중구태평2동행정복지센터,Public WiFi Free,042-606-6090,36.32129288,127.3929051
대전광역시중구오류동행정복지센터,Public WiFi Free,042-606-6090,36.32537652,127.4038708
대전광역시중구용두동행정복지센터,Public WiFi Free,042-606-6090,36.32517046,127.4103959
대전광역시중구부사동행정복지센터,Public WiFi Free,042-606-6090,36.31425617,127.4336558
대전광역시중구대사동행정복지센터,Public WiFi Free,042-606-6090,36.31767624,127.4248464
대전광역시중구석교동행정복지센터,Public WiFi Free,042-606-6090,36.30970379,127.442409
대전광역시중구문창동행정복지센터,Public WiFi Free,042-606-6090,36.3162088,127.4379203
대전광역시중구대흥동행정복지센터,Public WiFi Free,042-606-6090,36.3235391,127.4243971
대전광역시중구중촌동행정복지센터,Public WiFi Free,042-606-6090,36.3389046,127.4124283
대전광역시중구목동행정복지센터,Public WiFi Free,042-606-6090,36.33588296,127.4084917
대전광역시중구은행선화동행정복지센터,Public WiFi Free,042-606-6090,36.33240143,127.4166665
삼례공설운동장 입구 앞,wanju Wifi free1/Wanju Wifi free2,063-290-2447,35.972511,127.1857
동춘3동주민센터,,032-749-8882,37.4083928,126.6782575
선학동주민센터,,032-749-8882,37.4224386,126.7013902
송도1동 주민센터,,032-749-8882,37.3910751,126.6520868
연수3동주민센터,,032-749-8882,37.4193789,126.6920211
연수구 보건소,,032-749-8882,37.4188389,126.6710778
연수구노인복지관,,032-749-8882,37.421025,126.687827
연수구청학노인문화센터,,032-749-8882,37.4277914,126.6665382
연수어린이도서관,,032-749-8252,37.4125406,126.6747632
연수청학도서관,,032-749-8252,37.425677,126.660933
해돋이도서관,,032-749-8252,37.386146,126.658386
송도국제어린이도서관,,032-749-8252,37.398009,126.653626
옥련1동주민센터,,032-749-8882,37.4273702,126.6549413
옥련2동주민센터,,032-749-8882,37.4261797,126.6483919
동춘1동주민센터,,032-749-8882,37.4095227,126.6708085
동춘3동 주민센터,,032-749-8882,37.4083928,126.6782575
문화공원,,032-749-8882,37.4175695,126.6814424
부수지공원,,032-749-8882,37.4077843,126.6781965
송도1동 주민센터,,032-749-8882,37.391149,126.651956
송도2동 주민센터 1층 민원실,,032-749-8882,37.40324913,126.6416156
송도2동주민센터,,032-749-8882,37.403241,126.641626
송도3동주민센터,,032-749-8882,37.384539,126.641448
연수1동주민센터,,032-749-8882,37.422136,126.681559
연수구 문화의집,,032-749-8882,37.40461436,126.6830104
연수구보건소(1-3층),,032-749-8882,37.41917496,126.6712004
연수구청의회,,032-749-8882,37.40978764,126.6782084
청학동주민센터,,032-749-8882,37.424956,126.666079
둔산공원 중앙광장 앞,wanju Wifi free1/Wanju Wifi free2,063-290-2447,36.0694352,127.2479174
일자산도시자연공원,,02-3425-5313,37.532962,127.151375
천호2동 주민센터,,02-3425-5313,37.543455,127.125451
천호3동 주민센터,,02-3425-5313,37.539825,127.1297914
천호공원,,02-3425-5313,37.5443685,127.126948
한강안내센터,,02-3780-0501,37.549982,127.122274
허브천문공원,,02-3425-5313,37.537187,127.154609
천일어린이공원,,02-3425-5313,37.544935,127.136117
두레근린공원,,02-3425-5313,37.558599,127.152487
염주골어린이공원,,02-3425-5313,37.549696,127.145673
성내하늬근린공원,,02-3425-5313,37.529324,127.126945
게네어린이공원,,02-3425-5313,37.549066,127.171643
볕우물어린이공원,,02-3425-5313,37.553521,127.135941
동명근린공원,,02-3425-5313,37.561078,127.166216
성내천어린이공원,,02-3425-5313,37.526881,127.123935
강동에코하우스,,02-3425-5313,37.568027,127.162238
강동구민회관,,02-3425-5313,37.545735,127.141204
해공 체육문화센터,,02-3425-5313,37.542036,127.129862
천호 로데오 거리,,02-3425-5313,37.5384497,127.127466
강동구청,,02-3425-5313,37.529933,127.123551
강동구청,,02-3425-5313,37.529821,127.124415
늘봄실버밸리요양원,Public WiFi Free,031-228-3000,37.26310298,127.0229347
한아름어린이공원,,02-2133-2871,37.5445442,127.0706117
니도그룹홈,Public WiFi Free,031-228-3000,37.265707,127.048536
로뎀요양원,Public WiFi Free,031-228-3000,37.25604536,127.0261024
마르따의집,Public WiFi Free,031-228-3000,37.30069117,126.979409
몬띠의집,Public WiFi Free,031-228-3000,37.300584,126.979405
무지개행복한홈스쿨,Public WiFi Free,031-228-3000,37.246938,127.017224
북수원장애인주간보호시설,Public WiFi Free,031-228-3000,37.30891759,126.997374
브솔그룹홈,Public WiFi Free,031-228-3000,37.26783904,127.0551712
광주근로시설,Public WiFi Free,062-613-3023,35.163884,126.6695386
월곡2동주민센터,Public WiFi Free,062-613-3023,35.1743435,126.807737
가로청소미화요원쉼터,Public WiFi Free,062-613-3023,35.206684,126.853021
광산우체국,Public WiFi Free,062-613-3023,35.1601976,126.8064077
경애재가노인복지센터,Public WiFi Free,062-613-3023,35.1528439,126.8092149
월곡1동주민센터,Public WiFi Free,062-613-3023,35.171795,126.809724
월곡119안전센터,Public WiFi Free,062-613-3023,35.1688898,126.809327
길상원그룹홈,Public WiFi Free,062-613-3023,35.1684529,126.8078326
비아동주민센터,Public WiFi Free,062-613-3023,35.222171,126.824545
퇴계동 902-4(A-0566),chunchoun Free Wifi,033-250-3000,37.8595498,127.7247902
고분다리전통시장,,02-3425-5313,37.542389,127.133829
길동 주민센터,,02-3425-5313,37.5391766,127.146215
길동전통시장,,02-3425-5313,37.538819,127.143493
길동전통시장,,02-3425-5313,37.537436,127.143298
둔촌2동 주민센터,,02-3425-5313,37.533342,127.141961
둔촌역 전통시장,,02-3425-5313,37.528076,127.134989
명일1동 주민센터,,02-3425-5313,37.549768,127.145997
명일2동 주민센터,,02-3425-5313,37.546374,127.151375
명일골목시장,,02-3425-5313,37.549817,127.144584
성내2동 주민센터,,02-3425-5313,37.532432,127.129552
성내3동 주민센터,,02-3425-5313,37.526043,127.132901
성내전통시장,,02-3425-5313,37.533297,127.127315
성내전통시장,,02-3425-5313,37.533018,127.127529
암사1동 주민센터,,02-3425-5313,37.551472,127.132652
암사2동 주민센터,,02-3425-5313,37.551714,127.127284
천호3동어린이공원,,02-3425-5313,37.538951,127.132983
새장터어린이공원,,02-3425-5313,37.552012,127.130904
광나루어린이공원,,02-3425-5313,37.550273,127.125369
광진어린이공원,,02-3425-5313,37.5429325,127.122606
선사어린이공원,,02-3425-5313,37.555912,127.130653
고분다리공원,,02-3425-5313,37.545645,127.131852
보람어린이공원,,02-3425-5313,37.525012,127.131375
강풀만화거리,,02-3425-5313,37.535017,127.137584
강동문화의거리,,02-3425-5313,37.529306,127.122682
강동문화의거리,,02-3425-5313,37.530126,127.123771
강동구 보건분소,,02-3425-5313,37.565042,127.173907
강동구 보건소,,02-3425-5313,37.529311,127.125553
고덕2동 주민센터,,02-3425-5313,37.560516,127.164385
고덕전통시장,,02-3425-5313,37.558997,127.169006
고분다리전통시장,,02-3425-5313,37.542633,127.131475
광교종합사회복지관,Public WiFi Free,031-228-3000,37.29934663,127.0466448
수원역.AK프라자(03017),Public WiFi Free,031-228-3000,37.26567858,127.0000947
매산시장(03164),Public WiFi Free,031-228-3000,37.26457205,127.003355
팔달문_1(03056),Public WiFi Free,031-228-3000,37.27757474,127.016742
팔달문_2(03051),Public WiFi Free,031-228-3000,37.27803976,127.0161107
팔달문_3(03133),Public WiFi Free,031-228-3000,37.27780533,127.0172427
수원시청역2번출구.벽산그랜드(03089),Public WiFi Free,031-228-3000,37.26046266,127.0318576
수원버스터미널(02214),Public WiFi Free,031-228-3000,37.25137546,127.0204423
수원KT위즈파크.행정동우회관(01128),Public WiFi Free,031-228-3000,37.29995747,127.0076381
수원KT위즈파크(01131),Public WiFi Free,031-228-3000,37.29860953,127.0075568
장안지하차도.수원KT위즈파크(01238),Public WiFi Free,031-228-3000,37.30204425,127.0079271
수원KT위즈파크.수원종합운동장(01136),Public WiFi Free,031-228-3000,37.299403,127.011713
수원KT위즈파크.수원종합운동장(01134),Public WiFi Free,031-228-3000,37.301125,
수원종합운동장.로얄팰리스(01129),Public WiFi Free,031-228-3000,37.29610459,127.0082964
수원종합운동장.수원시체육회관(01130),Public WiFi Free,031-228-3000,37.296223,127.008739
